231011,Lawyers
231012,Judicial Law Clerks
231021,"Administrative Law Judges, Adjudicators, and Hearing Officers"
231022,"Arbitrators, Mediators, and Conciliators"
231023,"Judges, Magistrate Judges, and Magistrates"
232011,Paralegals and Legal Assistants*
232091,Court Reporters
232093,"Title Examiners, Abstractors, and Searchers"
232099,"Legal Support Workers, All Other"
250000,"Education, Training, and Library Occupations"
251011,"Business Teachers, Postsecondary"
251021,"Computer Science Teachers, Postsecondary"
251022,"Mathematical Science Teachers, Postsecondary"
251031,"Architecture Teachers, Postsecondary"
251032,"Engineering Teachers, Postsecondary"
251041,"Agricultural Sciences Teachers, Postsecondary"
251042,"Biological Science Teachers, Postsecondary"
251043,"Forestry and Conservation Science Teachers, Postsecondary"
251051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
251052,"Chemistry Teachers, Postsecondary"
251053,"Environmental Science Teachers, Postsecondary"
251054,"Physics Teachers, Postsecondary"
251061,"Anthropology and Archeology Teachers, Postsecondary"
251062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
251063,"Economics Teachers, Postsecondary"
251064,"Geography Teachers, Postsecondary"
251065,"Political Science Teachers, Postsecondary"
251066,"Psychology Teachers, Postsecondary"
251067,"Sociology Teachers, Postsecondary"
251069,"Social Sciences Teachers, Postsecondary, All Other"
251071,"Health Specialties Teachers, Postsecondary"
251072,"Nursing Instructors and Teachers, Postsecondary"
251081,"Education Teachers, Postsecondary"
251082,"Library Science Teachers, Postsecondary"
251111,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
251112,"Law Teachers, Postsecondary"
251113,"Social Work Teachers, Postsecondary"
251121,"Art, Drama, and Music Teachers, Postsecondary"
251122,"Communications Teachers, Postsecondary"
251123,"English Language and Literature Teachers, Postsecondary"
251124,"Foreign Language and Literature Teachers, Postsecondary"
251125,"History Teachers, Postsecondary"
251126,"Philosophy and Religion Teachers, Postsecondary"
251191,Graduate Teaching Assistants
251192,"Home Economics Teachers, Postsecondary"
251193,"Recreation and Fitness Studies Teachers, Postsecondary"
251194,"Vocational Education Teachers, Postsecondary"
251199,"Postsecondary Teachers, All Other"
252011,"Preschool Teachers, Except Special Education"
252012,"Kindergarten Teachers, Except Special Education"
252021,"Elementary School Teachers, Except Special Education"
252022,"Middle School Teachers, Except Special and Career/Technical Education"
252023,"Career/Technical Education Teachers, Middle School"
252031,"Secondary School Teachers, Except Special and Career/Technical Education"
252032,"Career/Technical Education Teachers, Secondary School"
252041,"Special Education Teachers, Preschool, Kindergarten, and Elementary School*"
252053,"Special Education Teachers, Middle School"
252054,"Special Education Teachers, Secondary School"
253011,Adult Basic and Secondary Education and Literacy Teachers and Instructors
253021,Self-Enrichment Education Teachers
253999,"Teachers and Instructors, All Other*"
254011,Archivists
254012,Curators
254013,Museum Technicians and Conservators
254021,Librarians
254031,Library Technicians
259011,Audio-Visual and Multimedia Collections Specialists
259021,Farm and Home Management Advisors
259031,Instructional Coordinators
259041,Teacher Assistants
259099,"Education, Training, and Library Workers, All Other"
270000,"Arts, Design, Entertainment, Sports, and Media Occupations"
271011,Art Directors
271012,Craft Artists
271013,"Fine Artists, Including Painters, Sculptors, and Illustrators"
271014,Multimedia Artists and Animators
271019,"Artists and Related Workers, All Other"
271021,Commercial and Industrial Designers
271022,Fashion Designers
271023,Floral Designers
271024,Graphic Designers
271025,Interior Designers
271026,Merchandise Displayers and Window Trimmers
271027,Set and Exhibit Designers
271029,"Designers, All Other"
272011,Actors
272012,Producers and Directors
272021,Athletes and Sports Competitors
272022,Coaches and Scouts
272023,"Umpires, Referees, and Other Sports Officials"
272031,Dancers
272032,Choreographers
272041,Music Directors and Composers
272042,Musicians and Singers
272099,"Entertainers and Performers, Sports and Related Workers, All Other"
273011,Radio and Television Announcers
273012,Public Address System and Other Announcers
273021,Broadcast News Analysts
273022,Reporters and Correspondents
273031,Public Relations Specialists
273041,Editors
273042,Technical Writers
273043,Writers and Authors
273091,Interpreters and Translators
273099,"Media and Communication Workers, All Other"
274011,Audio and Video Equipment Technicians
274012,Broadcast Technicians
274013,Radio Operators
274014,Sound Engineering Technicians
274021,Photographers
274031,"Camera Operators, Television, Video, and Motion Picture"
274032,Film and Video Editors
274099,"Media and Communication Equipment Workers, All Other"
290000,Healthcare Practitioners and Technical Occupations
291011,Chiropractors
291021,"Dentists, General"
291022,Oral and Maxillofacial Surgeons
291023,Orthodontists
291024,Prosthodontists
291029,"Dentists, All Other Specialists"
291031,Dietitians and Nutritionists
291041,Optometrists
291051,Pharmacists
291061,Anesthesiologists
291062,Family and General Practitioners
291063,"Internists, General"
291064,Obstetricians and Gynecologists
291065,"Pediatricians, General"
291066,Psychiatrists
291067,Surgeons
291069,"Physicians and Surgeons, All Other"
291071,Physician Assistants
291081,Podiatrists
291111,Registered Nurses*
291122,Occupational Therapists
291123,Physical Therapists
291124,Radiation Therapists
291125,Recreational Therapists
291126,Respiratory Therapists
291127,Speech-Language Pathologists
291128,"Therapists, All Other*"
291131,Veterinarians
291181,Audiologists
291199,"Health Diagnosing and Treating Practitioners, All Other"
292011,Medical and Clinical Laboratory Technologists
292012,Medical and Clinical Laboratory Technicians
292021,Dental Hygienists
292031,Cardiovascular Technologists and Technicians
292032,Diagnostic Medical Sonographers
292033,Nuclear Medicine Technologists
292037,Radiologic Technologists and Technicians*
292041,Emergency Medical Technicians and Paramedics
292051,Dietetic Technicians
292052,Pharmacy Technicians
292053,Psychiatric Technicians
292054,Respiratory Therapy Technicians
292055,Surgical Technologists
292056,Veterinary Technologists and Technicians
292061,Licensed Practical and Licensed Vocational Nurses
292071,Medical Records and Health Information Technicians
292081,"Opticians, Dispensing"
292091,Orthotists and Prosthetists
292799,"Health Technologists and Technicians, All Other*"
299011,Occupational Health and Safety Specialists
299012,Occupational Health and Safety Technicians
299091,Athletic Trainers
299799,"Healthcare Practitioners and Technical Workers, All Other*"
310000,Healthcare Support Occupations
311011,Home Health Aides
311012,"Nursing Aides, Orderlies, and Attendants*"
311013,Psychiatric Aides
312011,Occupational Therapy Assistants
312012,Occupational Therapy Aides
312021,Physical Therapist Assistants
312022,Physical Therapist Aides
319011,Massage Therapists
319091,Dental Assistants
319092,Medical Assistants
319093,Medical Equipment Preparers
319094,Medical Transcriptionists
319095,Pharmacy Aides
319096,Veterinary Assistants and Laboratory Animal Caretakers
319799,"Healthcare Support Workers, All Other*"
330000,Protective Service Occupations
331011,First-Line Supervisors of Correctional Officers
331012,First-Line Supervisors of Police and Detectives
331021,First-Line Supervisors of Fire Fighting and Prevention Workers
331099,"First-Line Supervisors of Protective Service Workers, All Other"
332011,Firefighters
332021,Fire Inspectors and Investigators
332022,Forest Fire Inspectors and Prevention Specialists
333011,Bailiffs
333012,Correctional Officers and Jailers
333021,Detectives and Criminal Investigators
333031,Fish and Game Wardens
333041,Parking Enforcement Workers
333051,Police and Sheriff's Patrol Officers
333052,Transit and Railroad Police
339011,Animal Control Workers
339021,Private Detectives and Investigators
339031,Gaming Surveillance Officers and Gaming Investigators
339032,Security Guards
339091,Crossing Guards
339092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
339093,Transportation Security Screeners* (federal only)
339099,"Protective Service Workers, All Other *"
350000,Food Preparation and Serving Related Occupations
351011,Chefs and Head Cooks
351012,First-Line Supervisors of Food Preparation and Serving Workers
352011,"Cooks, Fast Food"
352012,"Cooks, Institution and Cafeteria"
352013,"Cooks, Private Household"
352014,"Cooks, Restaurant"
352015,"Cooks, Short Order"
352019,"Cooks, All Other"
352021,Food Preparation Workers
353011,Bartenders
353021,"Combined Food Preparation and Serving Workers, Including Fast Food"
353022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
353031,Waiters and Waitresses
353041,"Food Servers, Nonrestaurant"
359011,Dining Room and Cafeteria Attendants and Bartender Helpers
359021,Dishwashers
359031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
359099,"Food Preparation and Serving Related Workers, All Other"
370000,Building and Grounds Cleaning and Maintenance Occupations
371011,First-Line Supervisors of Housekeeping and Janitorial Workers
371012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
372012,Maids and Housekeeping Cleaners
372019,"Building Cleaning Workers, All Other"
372021,Pest Control Workers
373011,Landscaping and Groundskeeping Workers
373012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
373013,Tree Trimmers and Pruners
373019,"Grounds Maintenance Workers, All Other"
390000,Personal Care and Service Occupations
391011,Gaming Supervisors
391012,Slot Supervisors
391021,First-Line Supervisors of Personal Service Workers
392011,Animal Trainers
392021,Nonfarm Animal Caretakers
393011,Gaming Dealers
393012,Gaming and Sports Book Writers and Runners
393019,"Gaming Service Workers, All Other"
393021,Motion Picture Projectionists
393031,"Ushers, Lobby Attendants, and Ticket Takers"
393091,Amusement and Recreation Attendants
393092,Costume Attendants
393093,"Locker Room, Coatroom, and Dressing Room Attendants"
393099,"Entertainment Attendants and Related Workers, All Other"
394011,Embalmers
394021,Funeral Attendants
394831,"Funeral Service Managers, Directors, Morticians, and Undertakers"
395011,Barbers
395012,"Hairdressers, Hairstylists, and Cosmetologists"
395091,"Makeup Artists, Theatrical and Performance"
395092,Manicurists and Pedicurists
395093,Shampooers
395094,Skincare Specialists
396011,Baggage Porters and Bellhops
396012,Concierges
397011,Tour Guides and Escorts
397012,Travel Guides
399011,Childcare Workers
399021,Personal Care Aides
399031,Fitness Trainers and Aerobics Instructors
399032,Recreation Workers
399041,Residential Advisors
399099,"Personal Care and Service Workers, All Other"
410000,Sales and Related Occupations
411011,First-Line Supervisors of Retail Sales Workers
411012,First-Line Supervisors of Non-Retail Sales Workers
412011,Cashiers
412012,Gaming Change Persons and Booth Cashiers
412021,Counter and Rental Clerks
412022,Parts Salespersons
412031,Retail Salespersons
413011,Advertising Sales Agents
413021,Insurance Sales Agents
413031,"Securities, Commodities, and Financial Services Sales Agents"
413041,Travel Agents
413099,"Sales Representatives, Services, All Other"
414011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
414012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
419011,Demonstrators and Product Promoters
419012,Models
419021,Real Estate Brokers
419022,Real Estate Sales Agents
419031,Sales Engineers
419041,Telemarketers
419091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
419799,"Sales and Related Workers, All Other*"
430000,Office and Administrative Support Occupations
431011,First-Line Supervisors of Office and Administrative Support Workers
432011,"Switchboard Operators, Including Answering Service"
432021,Telephone Operators
432099,"Communications Equipment Operators, All Other"
433011,Bill and Account Collectors
433021,Billing and Posting Clerks
433031,"Bookkeeping, Accounting, and Auditing Clerks"
433041,Gaming Cage Workers
433051,Payroll and Timekeeping Clerks
433061,Procurement Clerks
433071,Tellers
434011,Brokerage Clerks
434021,Correspondence Clerks
434031,"Court, Municipal, and License Clerks"
434041,"Credit Authorizers, Checkers, and Clerks"
434051,Customer Service Representatives
434061,"Eligibility Interviewers, Government Programs"
434071,File Clerks
434081,"Hotel, Motel, and Resort Desk Clerks"
434111,"Interviewers, Except Eligibility and Loan"
434121,"Library Assistants, Clerical"
434131,Loan Interviewers and Clerks
434141,New Accounts Clerks
434151,Order Clerks
434161,"Human Resources Assistants, Except Payroll and Timekeeping"
434171,Receptionists and Information Clerks
434181,Reservation and Transportation Ticket Agents and Travel Clerks
434199,"Information and Record Clerks, All Other"
435011,Cargo and Freight Agents
435021,Couriers and Messengers
435031,"Police, Fire, and Ambulance Dispatchers"
435032,"Dispatchers, Except Police, Fire, and Ambulance"
435041,"Meter Readers, Utilities"
435051,Postal Service Clerks
435052,Postal Service Mail Carriers
435053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
435061,"Production, Planning, and Expediting Clerks"
435071,"Shipping, Receiving, and Traffic Clerks"
435081,Stock Clerks and Order Fillers
435111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
436011,Executive Secretaries and Executive Administrative Assistants
436012,Legal Secretaries
436013,Medical Secretaries
436014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
439011,Computer Operators
439021,Data Entry Keyers
439022,Word Processors and Typists
439031,Desktop Publishers
439041,Insurance Claims and Policy Processing Clerks
439051,"Mail Clerks and Mail Machine Operators, Except Postal Service"
439061,"Office Clerks, General"
439071,"Office Machine Operators, Except Computer"
439081,Proofreaders and Copy Markers
439111,Statistical Assistants
439799,"Office and Administrative Support Workers, All Other*"
450000,"Farming, Fishing, and Forestry Occupations"
451011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
452011,Agricultural Inspectors
452021,Animal Breeders
452041,"Graders and Sorters, Agricultural Products"
452091,Agricultural Equipment Operators
452092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
452093,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
452099,"Agricultural Workers, All Other"
453011,Fishers and Related Fishing Workers
453021,Hunters and Trappers
454011,Forest and Conservation Workers
454021,Fallers
454022,Logging Equipment Operators
454023,Log Graders and Scalers
454029,"Logging Workers, All Other"
470000,Construction and Extraction Occupations
471011,First-Line Supervisors of Construction Trades and Extraction Workers
472011,Boilermakers
472021,Brickmasons and Blockmasons
472022,Stonemasons
472031,Carpenters
472041,Carpet Installers
472042,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
472043,Floor Sanders and Finishers
472044,Tile and Marble Setters
472051,Cement Masons and Concrete Finishers
472053,Terrazzo Workers and Finishers
472061,Construction Laborers
472071,"Paving, Surfacing, and Tamping Equipment Operators"
472072,Pile-Driver Operators
472073,Operating Engineers and Other Construction Equipment Operators
472081,Drywall and Ceiling Tile Installers
472082,Tapers
472111,Electricians
472121,Glaziers
472131,"Insulation Workers, Floor, Ceiling, and Wall"
472132,"Insulation Workers, Mechanical"
472141,"Painters, Construction and Maintenance"
472142,Paperhangers
472151,Pipelayers
472152,"Plumbers, Pipefitters, and Steamfitters"
472161,Plasterers and Stucco Masons
472171,Reinforcing Iron and Rebar Workers
472181,Roofers
472211,Sheet Metal Workers
472221,Structural Iron and Steel Workers
473011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
473012,Helpers--Carpenters
473013,Helpers--Electricians
473014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
473015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
473016,Helpers--Roofers
473019,"Helpers, Construction Trades, All Other"
474011,Construction and Building Inspectors
474021,Elevator Installers and Repairers
474031,Fence Erectors
474041,Hazardous Materials Removal Workers
474051,Highway Maintenance Workers
474061,Rail-Track Laying and Maintenance Equipment Operators
474071,Septic Tank Servicers and Sewer Pipe Cleaners
474091,Segmental Pavers
474799,"Construction and Related Workers, All Other*"
475011,"Derrick Operators, Oil and Gas"
475012,"Rotary Drill Operators, Oil and Gas"
475013,"Service Unit Operators, Oil, Gas, and Mining"
475021,"Earth Drillers, Except Oil and Gas"
475031,"Explosives Workers, Ordnance Handling Experts, and Blasters"
475041,Continuous Mining Machine Operators
475042,Mine Cutting and Channeling Machine Operators
475049,"Mining Machine Operators, All Other"
475051,"Rock Splitters, Quarry"
475061,"Roof Bolters, Mining"
475071,"Roustabouts, Oil and Gas"
475081,Helpers--Extraction Workers
475099,"Extraction Workers, All Other"
490000,"Installation, Maintenance, and Repair Occupations"
491011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
492011,"Computer, Automated Teller, and Office Machine Repairers"
492021,"Radio, Cellular, and Tower Equipment Installers and Repairs"
492022,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
492091,Avionics Technicians
492092,"Electric Motor, Power Tool, and Related Repairers"
492093,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
492094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
492095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
492096,"Electronic Equipment Installers and Repairers, Motor Vehicles"
492097,Electronic Home Entertainment Equipment Installers and Repairers
492098,Security and Fire Alarm Systems Installers
493011,Aircraft Mechanics and Service Technicians
493021,Automotive Body and Related Repairers
493022,Automotive Glass Installers and Repairers
493023,Automotive Service Technicians and Mechanics
493031,Bus and Truck Mechanics and Diesel Engine Specialists
493041,Farm Equipment Mechanics and Service Technicians
493042,"Mobile Heavy Equipment Mechanics, Except Engines"
493043,Rail Car Repairers
493051,Motorboat Mechanics and Service Technicians
493052,Motorcycle Mechanics
493053,Outdoor Power Equipment and Other Small Engine Mechanics
493091,Bicycle Repairers
493092,Recreational Vehicle Service Technicians
493093,Tire Repairers and Changers
499011,Mechanical Door Repairers
499012,"Control and Valve Installers and Repairers, Except Mechanical Door"
499021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
499031,Home Appliance Repairers
499041,Industrial Machinery Mechanics
499043,"Maintenance Workers, Machinery"
499044,Millwrights
499045,"Refractory Materials Repairers, Except Brickmasons"
499051,Electrical Power-Line Installers and Repairers
499052,Telecommunications Line Installers and Repairers
499061,Camera and Photographic Equipment Repairers
499062,Medical Equipment Repairers
499063,Musical Instrument Repairers and Tuners
499064,Watch Repairers
499069,"Precision Instrument and Equipment Repairers, All Other"
499071,"Maintenance and Repair Workers, General"
499091,"Coin, Vending, and Amusement Machine Servicers and Repairers"
499092,Commercial Divers
499093,"Fabric Menders, Except Garment"
499094,Locksmiths and Safe Repairers
499095,Manufactured Building and Mobile Home Installers
499096,Riggers
499097,Signal and Track Switch Repairers
499098,"Helpers--Installation, Maintenance, and Repair Workers"
499799,"Installation, Maintenance, and Repair Workers, All Other*"
510000,Production Occupations
511011,First-Line Supervisors of Production and Operating Workers
512011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
512021,"Coil Winders, Tapers, and Finishers"
512022,Electrical and Electronic Equipment Assemblers
512023,Electromechanical Equipment Assemblers
512031,Engine and Other Machine Assemblers
512041,Structural Metal Fabricators and Fitters
512091,Fiberglass Laminators and Fabricators
512092,Team Assemblers
512093,Timing Device Assemblers and Adjusters
512099,"Assemblers and Fabricators, All Other"
513011,Bakers
513021,Butchers and Meat Cutters
513022,"Meat, Poultry, and Fish Cutters and Trimmers"
513023,Slaughterers and Meat Packers
513091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
513092,Food Batchmakers
513093,Food Cooking Machine Operators and Tenders
514011,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
514012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
514021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
514022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
514023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
514031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
514032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
514033,"Grinding/Lapping/Polishing/Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
514034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
514035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
514041,Machinists
514051,Metal-Refining Furnace Operators and Tenders
514052,"Pourers and Casters, Metal"
514061,"Model Makers, Metal and Plastic"
514062,"Patternmakers, Metal and Plastic"
514071,Foundry Mold and Coremakers
514072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
514081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
514111,Tool and Die Makers
514121,"Welders, Cutters, Solderers, and Brazers"
514122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
514191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
514192,"Layout Workers, Metal and Plastic"
514193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
514194,"Tool Grinders, Filers, and Sharpeners"
514199,"Metal Workers and Plastic Workers, All Other"
515111,Prepress Technicians and Workers
515112,Printing Press Operators
515113,Print Binding and Finishing Workers
516011,Laundry and Dry-Cleaning Workers
516021,"Pressers, Textile, Garment, and Related Materials"
516031,Sewing Machine Operators
516041,Shoe and Leather Workers and Repairers
516042,Shoe Machine Operators and Tenders
516051,"Sewers, Hand"
516052,"Tailors, Dressmakers, and Custom Sewers"
516061,Textile Bleaching and Dyeing Machine Operators and Tenders
516062,"Textile Cutting Machine Setters, Operators, and Tenders"
516063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
516064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
516091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
516092,Fabric and Apparel Patternmakers
516093,Upholsterers
516099,"Textile, Apparel, and Furnishings Workers, All Other"
517011,Cabinetmakers and Bench Carpenters
517021,Furniture Finishers
517031,"Model Makers, Wood"
517032,"Patternmakers, Wood"
517041,"Sawing Machine Setters, Operators, and Tenders, Wood"
517042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
517099,"Woodworkers, All Other"
518011,Nuclear Power Reactor Operators
518012,Power Distributors and Dispatchers
518013,Power Plant Operators
518021,Stationary Engineers and Boiler Operators
518031,Water and Wastewater Treatment Plant and System Operators
518091,Chemical Plant and System Operators
518092,Gas Plant Operators
518093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
518099,"Plant and System Operators, All Other"
519011,Chemical Equipment Operators and Tenders
519012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
519021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
519022,"Grinding and Polishing Workers, Hand"
519023,"Mixing and Blending Machine Setters, Operators, and Tenders"
519031,"Cutters and Trimmers, Hand"
519032,"Cutting and Slicing Machine Setters, Operators, and Tenders"
519041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
519051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
519061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
519071,Jewelers and Precious Stone and Metal Workers
